titles,authors,nums,peoples
江山多少年 下,大风刮过/威向/2008-07-08,8.6,(1045人评价)
恶魔的秘密,高永ひなこ/角川/2007-10-24,7.9,(326人评价)
不夜城,配菜太咸、梁酩/木更工作室/2017-8-10/NTD270,9.5,(80人评价)
迷林,陈星梅/凤凰出版社（原江苏古籍出版社）/2009-9/28.00元,7.7,(118人评价)
著魔,吳沉水/龍馬文化/2012-12-1/NT750,7.9,(80人评价)
春抄,殿前欢/晋江/25.00元,8.4,(209人评价)
YOUNG BAD EDUCATION,ダヨオ/祥伝社/2014-10-25/JPY669,8.1,(181人评价)
社員就是這樣被訓練出來的,魚ともみ/刻托/東立/2016-6-8/NT130,6.3,(32人评价)
≠ ノットイコール(1),池玲文/リブレ出版/2010年10月9日/630円（税込）,8.6,(510人评价)
凤于九天 之 威镇博间,风弄/架空之都/2004-01-28,8.5,(1174人评价)
ROMEO羅密歐 1,わたなべあじあ/陳姿君/東立/2017-5-12/NTD130,8.3,(171人评价)
ROMEO羅密歐 2,わたなべあじあ/王薇婷/東立/2017-11-8/NTD130,8.6,(125人评价)
別對我太壞plus+,貓田米藏、ねこ田米藏/kreuz+/台灣角川/2016-2-2/NT130,8.8,(28人评价)
世界一初恋～小野寺律の場合５～,中村　春菊/角川書店(角川グループパブリッシング)/2011-4-1/JPY588,9.2,(657人评价)
S.C.I.謎案集 第三季 03,耳雅、Ao-7/平心工作室/2017-11-9/NT300,6.9,(85人评价)
世界一初恋 ~小野寺律の場合3~,中村春菊/角川書店/2009/10/1/JPY588,9.2,(1028人评价)
舊夢,困困、WEHIP/威向/2017-8-16/NT240,7.8,(92人评价)
The Star Around the Sun Vol.1,金刚圈/vialactea/2019-7-20/34.99CAD,7.2,(48人评价)
クールドジ男子 1,那多ここね/スクウェア・エニックス/2019-6-22/JPY1080,8.3,(24人评价)
那些风花雪月,公子欢喜/龍馬出版社/2008-03-27,8.1,(1634人评价)
暗渡陳倉,卡比丘/田文文創/2019-9/TWD280,6.7,(55人评价)
狼親狽友之藏蛇臥鼠,恩顧、一幽/喵喵屋/2010/02/09,9.2,(451人评价)
不良童貞魔法少年,春田/東立/NTD140,7.3,(38人评价)
掌の檻,宮緒葵、座裏屋蘭丸/幻冬舎コミックス/2015-8-31/JPY940,7.8,(99人评价)
黃半仙·卷二,耳雅/蘊藏文化/2012-12/NTD210,7.9,(201人评价)
我爱摇滚乐,郑远涛/18.00,8.9,(3804人评价)
日常高潮,倫敦巴里子/青文/2018-10-15/NTD140,9.0,(26人评价)
如意蛋 下,大风刮过/威向/2009/12/08,8.1,(1403人评价)
聽見向陽之聲,文乃ゆき/尖端/2017-7-19/NT200,8.5,(162人评价)
遊びじゃないの,桜賀めい/芳文社/2007/6/29/590（税込）,7.5,(126人评价)
存在在誕生的瞬間,树要,7.3,(34人评价)
優柔有情人 (1),水城雪可奈/IceBlue/晶采工作室發行/2007-3/NT130元,9.0,(330人评价)
纸片恋人.上,楚寒衣青/敦煌文艺出版社/2020-2/48.00元,8.5,(少于10人评价)
成化十四年（卷二）,夢溪石、繪者：阿嘎/平心工作室/2016-2-18/NT$300元,8.7,(77人评价)
成化十四年（卷三）,夢溪石、繪者：阿嘎/平心工作室/2016-2-18/NT$300元,8.2,(77人评价)
成化十四年（卷四）,夢溪石、繪者：阿嘎/平心工作室/2016-2-18/NT$300元,7.0,(68人评价)
年下彼氏的戀愛管理癖2,桜日梯子/郭名珊/東立/2015-5-13/NT130,8.9,(60人评价)
千秋 一,夢溪石、山魂/葭霏文創/2018-10-26/NTD330,,(15人评价)
千秋 二,夢溪石、山魂/葭霏文創/2018-10-26/NTD330,9.0,(12人评价)
千秋 三,夢溪石、山魂/葭霏文創/2018-11-2/NTD330,,(12人评价)
千秋 四,夢溪石、山魂/葭霏文創/2018-11-9/NTD330,7.4,(12人评价)
桐花中路私立协济医院怪谈,南琅/广东旅游出版社/2019-12/42.00元,8.1,(197人评价)
歲月間,靜水邊/威向/2019-7/NTD600,8.8,(32人评价)
ふたりの息子に狙われています 4,佳門サエコ/新書館/2018-6-1/JPY680,5.7,(少于10人评价)
ふたりの息子に狙われています 3,佳門サエコ/新書館/2018-6-1/JPY680,9.1,(少于10人评价)
エッチするならパパ穴で,名原しょうこ/三交社/2018-8-25/JPY702,7.6,(27人评价)
昨日的美食 05,吉永史/尤楷茵/尖端漫畫/2012-9-18/NT$120,,(251人评价)
橙黄,风维/三叶草文化/2004-01,8.9,(905人评价)
다크헤븐,준쓰/레진코믹스/2019-4-2/72000원,9.1,(10人评价)
長恨歌 上 蛇性の婬,"山藍紫姫子/白夜書房/１９９４．４/¥1,223（本体：¥1,165）",9.4,(107人评价)
ＳＵＰＥＲ ＬＯＶＥＲＳ 第１巻,あべ　美幸/角川書店/2010-7-31/JPY588,8.7,(729人评价)
憂鬱な朝（5）,日高ショーコ/徳間書店/2014-1-25/JPY714,8.9,(231人评价)
纯情罗曼史,中村春菊/台湾角川/2004-3/44.00元,8.2,(1498人评价)
纯情罗曼史02,中村春菊/台湾角川/2004-7/44.00元,6.7,(756人评价)
龍圖案卷集(卷三)：醉心花索命案,耳雅、椰汁/葭霏文創/2018-1-2/NTD300,9.0,(30人评价)
あなたのしもべ,たりらびー/リブレ出版/2012-9-10/JPY660,8.9,(41人评价)
울프 인더 하우스 1 wolf in the house,"박지연/lezhincomics/2018-1-30/12,000원",8.6,(46人评价)
SEVEN DAYS MONDAY→THURSDAY,宝井理人、橘紅緒/尊龍出版社/2007/NT$105,9.0,(1758人评价)
安居樂業,夏灩兒、大刀灩、繪者：九月紫/日月草工作室/2013-6/NT$650,8.1,(186人评价)
鬼會笑嗎？,木村ヒデサト/尤靜慧/東立/2016-11-23/NT130,8.0,(72人评价)
天行轶事-壹,黑一/中国致公出版社/2013-4/10.00元,6.2,(123人评价)
向紅色綠寶石說再見 1,みちのくアタミ/東立/2018-5-23/NTD140,7.0,(71人评价)
你是我的全部 2,西田東/郭名珊/東立/2016-2-3/NT130,9.0,(12人评价)
仿佛清新氣息,永井三郎/菁點出版社/NT$120,9.3,(225人评价)
セク☆ツガ,さとまるまみ/ふゅーじょんぷろだくと/2019-3-23/JPY729,7.8,(11人评价)
相思门,菖蒲/百花洲文艺出版社/2016-11/59.80元,7.6,(82人评价)
アンチロマンス 1 特装版,日高ショーコ/幻冬舎コミックス/2020-3/JPY1210,9.4,(19人评价)
媚之凶刃(01),池玲文/青文/2016-1-25/NT130,7.3,(37人评价)
以愛為名 2,吐維文、九月紫插圖/台灣角川股份有限公司/2014-11-19,9.7,(46人评价)
探索者的牢籠,やまねあやの/東販/2018-2-7/NTD140,8.8,(53人评价)
荔枝☆光俱樂部,古屋兔丸/黃鴻硯/臉譜/2019-1-25/NTD360,9.3,(122人评价)
我倆的愛巢(上),南月ゆう/東立/2019-11-30/140NT,8.6,(63人评价)
俺しか知らないカラダ,薄井いろは/竹書房/2019-2-27/JPY713,7.7,(62人评价)
我倆的愛巢(下),南月ゆう/東立/2019-11-27/140NT,9.2,(59人评价)
彷彿清新氣息 SIDE:A,永井三郎/東立/2018-11-1/NTD130,9.8,(81人评价)
袁先生总是不开心,徐徐图之,7.9,(418人评价)
江湖遍地是奇葩（一）,語笑闌珊、喜喜果/威向/2014-8-20/NTD240,7.5,(50人评价)
おかえりオーレオール,高津/フランス書院/2017-2-27/JPY723,9.0,(79人评价)
相会于加勒比海,风弄/三叶草文化/2003-12,7.7,(2451人评价)
離婚之後我還穿著你的外套（上）,不问三九/没谱文化出版社/2020-5/NTD700（两册）,8.3,(22人评价)
あわいろ絵巻,ふじとび/集英社/2018-2-23/JPY756,8.6,(45人评价)
我的第一次全都被他奪走,五月女えむ/尖端/2018-6-6/NTD140,7.0,(24人评价)
戀愛暴君 10,高永ひなこ/小綠/東販/2016-11-15/NT130,8.4,(63人评价)
10 count 6,宝井理人/東立/2018-10-31/NTD130,7.3,(154人评价)
sick,倉橋トモ/趙秋鳳/東立/2017-3-17/NT130,7.1,(95人评价)
星期戀人(01)MONDAY→THURSDAY,橘紅緒、寶井理人/熊次郎/尖端/2016-12-2/NT200,8.3,(83人评价)
私人花园,末回/威向/2008-05-13,6.3,(53人评价)
天庭出版集團 三,拉棉花糖的兔子、阿嘎/平心出版/2018-5-3/NTD300,8.0,(14人评价)
天庭出版集團 四,拉棉花糖的兔子、阿嘎/平心出版/2018-5-3/NTD300,8.1,(12人评价)
帝王攻略 二,語笑闌珊、張壯壯/葭霏文創/2018-3-30/NTD350,7.7,(61人评价)
龍圖案卷集（卷五）,耳雅、椰汁/葭霏文創/2018-4-3/NTD250,7.7,(22人评价)
龍圖案卷集（卷四）:雪城天母食人案,耳雅、椰汁/葭霏文創/2018-1-12/NTD300,8.2,(29人评价)
龍圖案卷集（卷六）,耳雅、椰汁/葭霏文創/2018-4-3/NTD250,7.7,(20人评价)
龍圖案卷集（卷七）,耳雅、椰汁/葭霏文創/2018-4-12/NTD330,8.0,(19人评价)
龍圖案卷集（卷八）,耳雅、椰汁/葭霏文創/2018-4-12/NTD330,8.2,(22人评价)
S.C.I.謎案集,耳雅/平心工作室/2016-10-27/NTD300元,6.5,(248人评价)
青龍圖騰 第三卷,淮上、張壯壯(繪)、符殊(繪)/葭霏文創出版社/2017-12/NTD330,6.8,(131人评价)
调教成神,玄色/湖南人民出版社/2012-11-1/24.80元,7.1,(298人评价)
酒與菸,座裏屋蘭丸/東立/2019-1-16/NTD140,8.1,(162人评价)
カッコウの夢 上,ためこう/祥伝社/2017-10-25/JPY702,8.1,(125人评价)
新宿Lucky Hole,雲田はるこ/和靜清寂/青文/2013-7-25/NT.130元,8.7,(185人评价)
大唐司天监,萧十一狼/致公出版社/2018-10/38.00,8.0,(125人评价)
スニーキーレッド,たなと/祥伝社/2013-10-25/JPY650,7.5,(53人评价)
艳势番1,韩露/黑龙江美术出版社/2011-11-1/18.00元,8.5,(1026人评价)
春戀櫻花飛,わたなべあじあ/尊龙/2007/20,7.8,(137人评价)
The Joy of Gay Sex,CharlesSilverstein、FelicePicano/Collins/2003-05-01/USD24.95,8.1,(112人评价)
傲嬌男友的掠奪方法,左京亞也/長鴻/2017-8-10/NT140,7.9,(40人评价)
村瀬，在全校廣播中××吧,鳥丸太郎/東立/2017-10-25/NT130,7.0,(24人评价)
我是一個在Gay吧打工的直男,Helicopter/壹樂文創/2019/72HKD,6.8,(少于10人评价)
高校生的木头室友,拓人/飞象映象/2002.01,6.9,(87人评价)
无情璧,月佩环/威向文化/2013-9-18/NT200,7.5,(34人评价)
蛍は明日死ぬ,斉川冬/大洋図書/2019-5-20/JPY710,6.8,(19人评价)
七人环,青丘/湖南人民出版社/2013-6-1/32.00元,7.6,(598人评价)
天才编辑,白野/江苏凤凰文艺出版社/2019-6/69.80元,8.3,(32人评价)
新しい上司はど天然 1,いちかわ暖/秋田書店/2019-8-20/JPY880,9.3,(40人评价)
Ｊの総て　１,中村明日美子/太田出版/2004-6/JPY1000,9.1,(1746人评价)
鬼與天國(下),お吉川京子、阿賀直己/東立/2019-12-18/140元,9.5,(74人评价)
床伴以上，戀人未滿！,暁あまま/趙秋鳳/東立/2016-7-6/NT130,6.4,(83人评价)
S.C.I.謎案集 第四季 03,耳雅、Ao-7/平心工作室/2018-11-1/NTD300,7.2,(57人评价)
龍圖案卷集（卷九）,耳雅、椰汁/葭霏文創/2018-7-27/NTD350,8.2,(21人评价)
龍圖案卷集（卷十）,耳雅、椰汁/葭霏文創/2018-7-27/NTD330,8.1,(19人评价)
難得情深 上,淮上/葭霏文創/2018-8/NTD300,6.6,(112人评价)
千金不换,莫心伤/狗屋/2009-8-27/NTD190,7.9,(158人评价)
如意蛋 上,大风刮过/威向/2009/12/08,8.1,(2148人评价)
ハッピークソライフ 1,はらだ/竹書房/2019-11-15/JPY726,8.7,(52人评价)
CANIS THE SPEAKER-發語者-1 限定版,ZAKK/青文/2018-7-18/NTD220,9.4,(29人评价)
男巫女,藤井あや/ジュネット/2011-8-31/JPY680,5.2,(51人评价)
花といっくん,阿部あかね/新書館/2017-2-1/JPY680,7.8,(29人评价)
無慈悲的男人,櫻賀明/小綠/台灣東販股份有限公司/2011-6-25/NT130,8.3,(93人评价)
オレとアイツの時間外××,輪子湖わこ/竹書房/2016-4-16/JPY730,7.1,(12人评价)
DRAG-LESS SEX 不藥性愛 辰見和戌井,エンゾウ/東立/2019-4-17/NTD140,7.7,(115人评价)
山中人,菖蒲,8.5,(112人评价)
傲慢的階級之戀,ひなこ/東販/2017-8-14/NT130,7.4,(20人评价)
金玉王朝第二部 礪金 上,風弄、王一/威向/2011-2-15,8.5,(416人评价)
金玉王朝第二部 礪金 下,風弄、王一/威向/2011-2-15,8.6,(344人评价)
禁宮 中,末回、雨落/威向/2011-2,7.1,(39人评价)
チェンジワールド 上,南月ゆう/新書館/2017-11-1/JPY680,8.2,(50人评价)
傲嬌男友的安撫方法,左京亜也/長鴻出版社/2015-8-8/NT140,7.9,(65人评价)
世界一初恋  ～小野寺律の場合４～,中村　春菊/角川書店(角川グループパブリッシング)/2010-7-1/JPY588,9.1,(803人评价)
看門狗的調教方法,待緒イサミ/陳姿君/東立/2015-6-24/NT130,7.2,(少于10人评价)
狼狗,千十九、十一ball/威向/2018-12-12/NTD220,8.7,(26人评价)
探索者的渴望,やまねあやの/東販/2018-8/NTD150,9.0,(40人评价)
東京巴比倫(04),CLAMP/connie/台灣東販股份有限公司/2009/06/24/130元,8.6,(404人评价)
Heartless,ニシンマスミ/茜新社/2018-10-16/JPY734,8.7,(46人评价)
漫畫家監修POSE集 妄想POSE集,すず屋、スカーレット．ベリ子/HARU/青文/2017-2-2/NT600,7.4,(13人评价)
ラクダ使いと王子の夜,緒川千世/リブレ出版/2014-3-10/JPY670,6.5,(248人评价)
先輩の水着,佳門サエコ/リブレ出版/2011-8-10/JPY620,7.5,(151人评价)
呵呵,七世有幸/2014,8.8,(221人评价)
三千世界の鴉を殺し 1,津守時生、古张乃梨(插图)/新書館/1999/620,9.6,(823人评价)
憂鬱な朝 3,日高ショーコ/徳間書店/2011-5-25/JPY6.50,7.3,(678人评价)
逐浪（下）,余酲/vialactea/CAD34.99,8.2,(少于10人评价)
竹枝曲,十二只/绘、不可治/脚本/世界知识出版社/2018-1-1/78,8.7,(34人评价)
估算錯誤的不幸戀愛故事,緒川千世/東立/2018-8/NTD130,9.1,(74人评价)
三千世界の鴉を殺し (12),津守時生/新書館/2006-10-7/JPY609,9.0,(158人评价)
三千世界の鴉を殺し〈4〉,津守時生/新書館/2001-7-1/JPY609,9.1,(263人评价)
花盗人,金田正太郎、和泉桂/幻冬舎コミックス/2014-10-24/JPY680,6.1,(20人评价)
三千世界の鴉を殺し〈8〉,津守時生/新書館/2003-11-1/JPY609,9.1,(218人评价)
三千世界の鴉を殺し〈9〉,津守時生/新書館/2004-11-1/JPY609,9.0,(188人评价)
三千世界の鴉を殺し〈10〉,津守時生/新書館/2004-11-1/JPY609,8.9,(190人评价)
三千世界の鴉を殺し〈11〉,津守時生/新書館/2005-9-1/JPY609,9.0,(188人评价)
暴愛フレンドシップ,ずんだ餅粉/Ｊパブリッシング/2018-3-22/JPY700,5.7,(34人评价)
オネエ・女装攻めBL,アンソロジー/三交社/2017-4-25/JPY1000,7.4,(14人评价)
にいちゃん,はらだ/プランタン出版/2017-4-28,8.3,(293人评价)
你只能看著我，不然就把你XX掉,三島一彦/趙秋鳳/東立/2015-10-7/NT130,7.0,(28人评价)
愛的咬痕,イノセ/東立/2019-11-13/130NT,9.7,(少于10人评价)
GIVEN 被贈與的未來(05),キヅナツキ/尖端/2019-11-8/150NT,9.1,(45人评价)
"那一夜,可能有鬼?",黯然销混蛋,7.4,(411人评价)
おいたが過ぎるわ子猫ちゃん,緒川千世/大洋図書/2016-10-15/JPY690,8.4,(79人评价)
朝藍天呼喚,灼/東立/2019-2-28/NTD150,6.7,(88人评价)
沈溺在愛你的感覺,南遙/NT100,8.8,(126人评价)
夏日终曲,[美]安德烈·艾席蒙/吴妍蓉/外语教学与研究出版社/2018-3/39.90,9.4,(13979人评价)
トーマの心臓,萩尾望都/小学館/1995-8/JPY710,9.5,(178人评价)
紙飛機 上冊,潭石/威向/2019-7/NT$380,9.4,(13人评价)
紙飛機 下冊,潭石/威向/2019-7/NT$380,8.5,(11人评价)
烈光1,蝶之灵/广东旅游出版社/2016-9/25.00元,8.6,(33人评价)
我要將你納入手中,くれの又秋/東販/2018-8/NTD130,7.8,(50人评价)
食人者的呢喃,幽呼/鲜欢/2010-11-16,8.4,(13人评价)
三千世界の鴉を殺し〈14〉 (ウィングス文庫),津守時生、麻々原絵里依/新書館/２００８．１１/¥609（本体：¥580）,9.0,(84人评价)
j的故事,中村明日美子、王詩怡/瑪朵出版社有限公司/2009/07/16/NT130,9.2,(1051人评价)
冲撞 续,晓春/聿书馆文化/2006-02-17/NTD200,8.3,(681人评价)
南柯奇谭 2 情相流醉,墨竹/鲜欢文化有限公司/09/08/2006/NT$190,8.1,(267人评价)
我的超神男友,吕天逸/百花洲文艺出版社/2017-12/32.8元,7.2,(50人评价)
南柯奇谭 3 长梦君归,墨竹/鲜欢文化有限公司/10/03/2006/NT$190,7.7,(233人评价)
南柯奇谭 1 醉倚栏杆,墨竹/鲜欢文化有限公司/08/09/2006/NT$190,8.1,(260人评价)
夜明けにふる、 上,ハヤカワノジコ/大洋図書/2018-12-19/JPY710,9.4,(66人评价)
あのこはソレを我慢できない,日塔てい/フロンティアワークス/2016-7-22/JPY700,7.1,(53人评价)
Deep Purple,prin/环宇音像出版社/2008/4.50元(一本),9.6,(507人评价)
HertZ VOL.32,大洋図書/2009-6-1/JPY980,9.7,(59人评价)
不疯魔，不成活,微笑的猫/甘肃人民美术出版社/2014-4-1/28.00元,8.3,(1123人评价)
长夜未央,晓渠/SA工作室/2005-06-30,8.2,(778人评价)
恋する暴君,高永ひなこ/海王社/2005-2-10/610（税込）,8.7,(717人评价)
男男分手專家。2,柏木真/東立/2018-11-7/NTD130,,(19人评价)
龍圖案卷集（卷二）:血染碧水潭,耳雅、椰汁/葭霏文創/2017-12-29/NTD250,8.5,(31人评价)
鬼と天国 上,阿賀直己、お吉川京子/竹書房/2018-11-27/JPY713,8.7,(159人评价)
伺机而动,边想/江苏凤凰文艺出版社/2018-10-30/36.80,8.3,(75人评价)
獣の呪いは恋で解く,栗原カナ/海王社/2020-1-10/JPY759,9.3,(少于10人评价)
俎上の鯉は二度跳ねる,水城せとな/小学館/2009-5-8/JPY500,8.6,(1364人评价)
大劈棺,陈小菜/2016,7.8,(22人评价)
子夜吴歌1 独自愁,墨竹/鲜欢文化/2008-09-05,8.0,(192人评价)
子夜吴歌2 长寂寥,墨竹/鲜欢文化/2008-10-07,7.4,(160人评价)
獸人與少年Ω的命定契約 1,羽純ハナ/Shin/東立/2018-7-4/NTD130,7.4,(100人评价)
给我哭,炎久/世界知识出版社/2017-9-1/39.8,8.9,(79人评价)
血咒聖痕 2,黒乃奈々絵、黑乃奈奈绘/東立/2007-7-17/NT$95,8.5,(415人评价)
黑貓男友的步行方法(1),左京亞也、左京亜也/長鴻/2018-8-16/NTD140,9.2,(49人评价)
我才不想和你談戀愛！(01),月村奎、樹要/H/尖端/2015-7-17/NT130,8.0,(10人评价)
狂鳴我的命定之番;β 1,楔ケリ/長鴻/2018-8-15/NTD140,9.6,(32人评价)
憂鬱な朝 ７,日高ショーコ/徳間書店/2016-11-25/JPY648,9.3,(124人评价)
香味的繼承 下,中村明日美子/東立/2017-2-22/NT130,8.0,(214人评价)
魔道奏鳴曲(01),天城小百合/長鴻/75元,6.9,(79人评价)
上司のくせに生意気だ,天城れの/海王社/2012-2-10,7.9,(49人评价)
イトウさん,冥花すゐ/茜新社/2015-5-29/JPY700,8.3,(110人评价)
天庭出版集團 二,拉棉花糖的兔子、阿嘎/平心出版/2018-4-2/NTD300,8.5,(16人评价)
千一秒物語 (GUSH COMICS),トジツキハジメ/海王社/2008-05-10/610（税込）,,(657人评价)
セブンデイズ,宝井理人(作画)、橘紅緒(著)/大洋図書/2007/9/1/JPY630,9.1,(993人评价)
セブンデイズ,宝井理人(作画)、橘紅緒(著)/大洋図書/2009/6/1/JPY630,9.2,(1281人评价)
筋肉男 (光彩コミックス) [コミック],合集/光彩書房/2002-6-20/７６＋税,,(82人评价)
ようこそ! BL研究クラブへ,春田/Jパブリッシング/2017-1-18/JPY699,7.2,(86人评价)
男妾,水上シン/ジュネット/2012-8-31/JPY680,6.0,(64人评价)
午夜向日葵,E伯爵/威向文化/2005/01/05,8.0,(260人评价)
螳螂之檻(01),彩景でりこ/尖端/2017-7-11/NT140,8.0,(124人评价)
僕らの食卓,三田織/幻冬舎コミックス/2017-1-24/JPY756,8.9,(130人评价)
没有钱7/ お金がないっ 7,香坂透/幻冬舎/2008,7.3,(178人评价)
七重纱舞,E伯爵/花冠文化有限公司/2007/15,8.3,(550人评价)
三森さんのやらしいおくち,rasu/モバイルメディアリサーチ/2019-5-17/JPY745,7.2,(18人评价)
無雙 三,夢溪石、繪者：阿嘎/平心出版/2019-8-12/NTD330,,(10人评价)
Baby vol.8 前屈みになるエロス特集,ヨネダコウ、ヤマシタトモコ、トジツキハジメ、神楽坂はん子、恋煩シビト、車折まゆ、北別府ニカ、海野サチ/ふゅーじょんぷろだくと/2008/12/24/840,9.0,(153人评价)
群青のすべて,古矢渚/一迅社/2015-10-15/JPY734,8.3,(89人评价)
戀愛暴君 4,高永ひなこ/台湾东贩/2007/NT.120,8.9,(1002人评价)
ご主人様調教計画,なるしすのあ~る/ジュネット/2012-4-28/JPY680,5.5,(40人评价)
純情娼年,すなこ/ふゅーじょんぷろだくと/2015-10-24/JPY729,6.1,(103人评价)
Jealousy 2,スカーレット・ベリ子/東立/2018-10-31/NTD150,8.0,(47人评价)
欲望のしずく,東野裕/リブレ出版/2009/10/10/620円（税込）,6.8,(51人评价)
